Seconds.milliseconds since 1970
1373335002.82119, 15.000000, 15.000000
1373335002.86243, 15.002015, 15.000000
1373335002.89689, 15.225867, 15.000000
1373335002.93729, 15.965814, 15.000000
1373335002.97190, 17.013048, 15.000000
1373335003.00943, 18.594233, 15.000000
1373335003.04795, 20.699488, 15.000000
1373335003.08304, 23.049313, 15.000000
1373335003.11655, 25.682911, 15.000000
1373335003.15136, 28.827631, 15.000000
1373335003.19108, 32.931145, 15.000000
1373335003.22673, 37.083839, 15.000000
1373335003.26043, 41.424667, 15.000000
1373335003.29643, 46.509506, 15.000000
1373335003.34042, 53.355869, 15.000000
1373335003.37846, 59.841557, 15.000000
1373335003.41273, 66.132957, 15.000000
1373335003.44787, 73.025993, 15.000000
1373335003.48899, 81.666733, 15.000000
1373335003.51923, 88.411766, 15.000000
1373335003.54993, 95.598381, 15.000000
1373335003.59000, 105.484245, 15.000000
1373335003.62660, 115.015152, 15.000000
1373335003.65985, 124.079819, 15.000000
1373335003.69501, 134.083450, 15.000000
1373335003.73262, 145.248001, 15.000000
1373335003.76714, 155.909103, 15.000000
1373335003.80042, 166.550308, 15.000000
1373335003.83483, 177.916931, 15.000000
1373335003.87361, 191.158386, 15.000000
1373335003.91004, 203.989502, 15.000000
1373335003.94406, 216.298767, 15.000000
1373335003.97905, 229.277390, 15.000000
1373335004.02103, 245.237259, 15.000000
1373335004.05824, 259.712677, 15.000000
1373335004.09148, 272.872711, 15.000000
1373335004.12592, 286.721924, 15.000000
1373335004.17303, 305.961456, 15.000000
1373335004.21091, 321.653931, 15.000000
1373335004.24447, 335.683167, 15.000000
1373335004.27962, 350.473938, 15.000000
1373335004.32111, 368.019287, 15.000000
1373335004.35861, 383.928009, 15.000000
1373335004.39223, 398.170929, 15.000000
1373335004.42702, 412.893433, 15.000000
1373335004.46461, 428.738220, 15.000000
1373335004.49945, 443.327179, 15.000000
1373335004.53256, 457.078705, 15.000000
1373335004.56699, 471.228424, 15.000000
1373335004.60574, 486.953308, 15.000000
1373335004.64081, 500.969147, 15.000000
1373335004.67407, 514.045349, 15.000000
1373335004.70918, 527.568298, 15.000000
1373335004.75162, 543.604065, 15.000000
1373335004.78938, 557.468140, 15.000000
1373335004.82314, 569.540222, 15.000000
1373335004.85804, 581.687012, 15.000000
1373335004.90193, 596.456726, 15.000000
1373335004.93971, 608.690918, 15.000000
1373335004.97363, 619.287964, 15.000000
1373335005.00837, 629.748962, 15.000000
1373335005.04934, 641.563049, 15.000000
1373335005.08555, 651.526062, 15.000000
1373335005.11861, 660.218079, 15.000000
1373335005.15326, 668.909668, 15.000000
1373335005.19197, 678.117126, 15.000000
1373335005.22705, 685.991516, 15.000000
1373335005.26059, 693.101074, 15.000000
1373335005.29507, 699.987610, 15.000000
1373335005.33305, 707.071716, 15.000000
1373335005.36776, 713.085510, 15.000000
1373335005.40133, 718.487549, 15.000000
1373335005.43581, 723.613342, 15.000000
1373335005.48012, 729.574402, 15.000000
1373335005.51771, 734.083679, 15.000000
1373335005.55056, 737.617676, 15.000000
1373335005.58584, 740.993530, 15.000000
1373335005.62675, 744.370667, 15.000000
1373335005.66392, 746.945129, 15.000000
1373335005.69711, 748.850708, 15.000000
1373335005.73158, 750.444031, 15.000000
1373335005.77580, 751.919189, 15.000000
1373335005.81042, 752.634888, 15.000000
1373335005.84370, 752.964539, 15.000000
1373335005.87892, 753.000000, 15.000000
1373335005.91636, 753.000000, 15.000000
1373335005.94881, 753.000000, 15.000000
1373335005.98305, 753.000000, 15.000000
1373335006.01748, 753.000000, 15.000000
1373335006.05172, 753.000000, 15.000000
1373335006.08596, 753.000000, 15.000000
1373335006.11865, 753.000000, 15.000000
1373335006.15288, 753.000000, 15.000000
1373335006.19489, 753.000000, 15.000000
1373335006.23166, 753.000000, 15.000000
1373335007.38382, 15.000000, 139.250000
1373335007.41876, 15.001987, 139.250000
1373335007.45885, 15.297175, 139.250000
1373335007.49536, 16.008099, 139.250000
1373335007.52899, 17.041063, 139.250000
1373335007.56365, 18.491272, 139.250000
1373335007.60804, 20.928190, 139.250000
1373335007.64319, 23.325632, 139.250000
1373335007.67712, 26.039877, 139.250000
1373335007.71201, 29.242767, 139.250000
1373335007.75090, 33.312721, 139.250000
1373335007.78441, 37.244835, 139.250000
1373335007.81905, 41.728939, 139.250000
1373335007.85387, 46.667103, 139.250000
1373335007.88868, 52.041290, 139.250000
1373335007.92402, 57.944721, 139.250000
1373335007.95790, 64.028038, 139.250000
1373335007.99312, 70.794601, 139.250000
1373335008.03551, 79.541336, 139.250000
1373335008.07309, 87.832680, 139.250000
1373335008.10690, 95.739883, 139.250000
1373335008.14164, 104.285522, 139.250000
1373335008.18612, 115.857376, 139.250000
1373335008.21973, 125.056633, 139.250000
1373335008.25482, 135.078201, 139.250000
1373335008.29694, 147.668213, 139.250000
1373335008.33063, 158.154053, 139.250000
1373335008.36612, 169.593918, 139.250000
1373335008.40595, 182.872406, 139.250000
1373335008.43957, 194.498444, 139.250000
1373335008.47376, 206.576370, 139.250000
1373335008.50901, 219.451172, 139.250000
1373335008.54875, 234.301117, 139.250000
1373335008.58410, 247.819336, 139.250000
1373335008.61793, 261.009918, 139.250000
1373335008.65278, 274.837616, 139.250000
1373335008.69419, 291.550598, 139.250000
1373335008.73174, 306.920074, 139.250000
1373335008.76598, 321.108795, 139.250000
1373335008.80155, 335.979340, 139.250000
1373335008.84620, 354.776855, 139.250000
1373335008.88391, 370.743317, 139.250000
1373335008.91792, 385.162079, 139.250000
1373335008.95258, 399.855682, 139.250000
